"Fecha;Hora;Texto_aviso_WinCC;Lugar_de_averia;Nombre_de_usuario"
"22/11/18;10:11:27 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;10:09:10 AM;Tunel Maquinista:    Alarma Intrusion;Maquinista;"
"22/11/18;10:09:05 AM;Tunel Maquinista:    Alarma Intrusion;Maquinista;"
"22/11/18;10:04:51 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;10:00:37 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;10:00:17 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;09:57:42 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;09:57:29 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;09:54:13 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;09:54:10 AM;Tunel Vila Olimpica 1 (Analizador1):    Factor de potencia excesivo.;VilaOlimp1;"
"22/11/18;09:54:01 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Aparente excesiva.;VilaOlimp1;"
"22/11/18;09:53:58 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Aparente bajo mónimos.;VilaOlimp1;"
"22/11/18;09:53:55 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Activa excesiva.;VilaOlimp1;"
"22/11/18;09:53:52 AM;Tunel Vila Olimpica 1 (Analizador2):    Factor de potencia excesivo.;VilaOlimp1;"
"22/11/18;09:53:49 AM;Tunel Vila Olimpica 1 (Analizador2):    Frecuencia excesiva.;VilaOlimp1;"
"22/11/18;09:53:46 AM;Tunel Vila Olimpica 1 (Analizador2):    Tensión UL-N excesiva.;VilaOlimp1;"
"22/11/18;09:53:43 AM;Tunel Vila Olimpica 1 (Analizador2):    Tensión UL-L excesiva.;VilaOlimp1;"
"22/11/18;09:53:40 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL1 excesiva.;VilaOlimp1;"
"22/11/18;09:53:37 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;09:53:36 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL2 excesiva.;VilaOlimp1;"
"22/11/18;09:53:33 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL3 excesiva.;VilaOlimp1;"
"22/11/18;09:53:26 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;09:52:15 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;09:47:49 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;09:47:25 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;09:46:25 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;09:43:43 AM;Pozo 7:    Fallo Comunicación;Pozo 7;"
"22/11/18;09:43:17 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;09:42:50 AM;WEBRT:RONDAS-PC:WebClient RONDAPC009 - conexión desconectada (Usuario=Wincc);;"
"22/11/18;09:42:07 AM;Tunel Maquinista:    Alarma Intrusion;Maquinista;"
"22/11/18;09:41:44 AM;Tunel Maquinista:    Alarma Intrusion;Maquinista;"
"22/11/18;09:41:37 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;09:41:35 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;09:40:08 AM;Pozo 3:    Fallo Comunicación;Pozo 3;"
"22/11/18;09:39:55 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;09:39:37 AM;Tunel Can Clota:    Fallo Comunicación;Can Clota;"
"22/11/18;09:39:35 AM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"22/11/18;09:39:31 AM;Pozo 10:     Fallo Comunicación;Pozo 10;"
"22/11/18;09:39:03 AM;Pozo 6:    Fallo comunicaciones;Pozo 6;"
"22/11/18;09:38:59 AM;Pozo 11:     Fallo Comunicación;Pozo 11;"
"22/11/18;09:38:47 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;09:38:35 AM;Pozo 2:     Fallo Comunicación;Pozo 2;"
"22/11/18;09:37:59 AM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"22/11/18;09:37:59 AM;Tunel Nus Trinitat:    Fallo Comunicación;Nus Trinit;"
"22/11/18;09:37:58 AM;Tunel San Feliu:    Fallo Comunicación;San Feliu;"
"22/11/18;09:37:58 AM;Tunel Bon Pastor:    Fallo Comunicación;Bon Pastor;"
"22/11/18;09:37:58 AM;Tunel Forum:    Fallo Comunicación;Forum;"
"22/11/18;09:37:57 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;09:37:10 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;09:37:04 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;09:35:09 AM;AM:ESCADARONDAS:Backup de medios 'Backup successful: ESCADARONDAS_UTE#RONDAS#SCADA#WINCC74_ALG_201810080000_201811220827 !' finalizado con óxito;;"
"22/11/18;09:33:14 AM;WCCRT:ESCADARONDAS:Runtime activado en ESCADARONDAS;;"
"22/11/18;09:33:08 AM;REDRT:ESCADARONDAS:RedundancyControl: cambio al estado Standalone;;"
"22/11/18;09:27:39 AM;WCCRT:ESCADARONDAS:Runtime desactivado en ESCADARONDAS;;"
"22/11/18;09:23:05 AM;Tunel Collserola:    Fallo Comunicacion;Collserola;"
"22/11/18;09:22:52 AM;AM:ESCADARONDAS:Backup de medios 'Backup successful: ESCADARONDAS_UTE#RONDAS#SCADA#WINCC74_ALG_201810080000_201811220818 !' finalizado con óxito;;"
"22/11/18;09:21:08 AM;WCCRT:ESCADARONDAS:Runtime activado en ESCADARONDAS;;"
"22/11/18;09:21:04 AM;REDRT:ESCADARONDAS:RedundancyControl: cambio al estado Standalone;;"
"22/11/18;09:18:47 AM;WCCRT:ESCADARONDAS:Runtime desactivado en ESCADARONDAS;;"
"22/11/18;09:12:41 AM;AM:ESCADARONDAS:Backup de medios 'Backup successful: ESCADARONDAS_UTE#RONDAS#SCADA#WINCC74_TLG_F_201811202301_201811212301 !' finalizado con óxito;;"
"22/11/18;09:12:24 AM;AM:ESCADARONDAS:Backup de medios 'Backup successful: ESCADARONDAS_UTE#RONDAS#SCADA#WINCC74_TLG_F_201811192301_201811202301 !' finalizado con óxito;;"
"22/11/18;09:12:06 AM;AM:ESCADARONDAS:Backup de medios 'Backup successful: ESCADARONDAS_UTE#RONDAS#SCADA#WINCC74_TLG_F_201811191049_201811192301 !' finalizado con óxito;;"
"22/11/18;09:10:40 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;09:09:10 AM;Tunel Vila Olimpica 1 (Analizador2):    Factor de potencia excesivo.;VilaOlimp1;"
"22/11/18;09:09:10 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;09:09:10 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Activa excesiva.;VilaOlimp1;"
"22/11/18;09:09:10 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Aparente bajo mónimos.;VilaOlimp1;"
"22/11/18;09:09:10 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Aparente excesiva.;VilaOlimp1;"
"22/11/18;09:08:54 AM;Tunel Vila Olimpica 1 (Analizador1):    Factor de potencia excesivo.;VilaOlimp1;"
"22/11/18;09:08:54 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;09:06:53 AM;Pozo 9:    Fallo Comunicación;Pozo 9;"
"22/11/18;09:06:53 AM;Pozo 6:    Fallo comunicaciones;Pozo 6;"
"22/11/18;09:06:53 AM;Pozo 5:    Fallo Comunicación;Pozo 5;"
"22/11/18;09:06:53 AM;Pozo 2:     Fallo Comunicación;Pozo 2;"
"22/11/18;09:06:53 AM;Pozo 11:     Fallo Comunicación;Pozo 11;"
"22/11/18;09:06:53 AM;Tunel Maquinista:    Fallo Comunicación;Maquinista;"
"22/11/18;09:06:53 AM;Tunel Forum:    Fallo Comunicación;Forum;"
"22/11/18;09:06:53 AM;Tunel Bon Pastor:    Fallo Comunicación;Bon Pastor;"
"22/11/18;09:06:53 AM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"22/11/18;09:06:52 AM;Tunel Morrot:    Fallo Comunicación;Morrot;"
"22/11/18;09:06:52 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;09:06:52 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;09:06:52 AM;Pozo 3:    Fallo Comunicación;Pozo 3;"
"22/11/18;09:06:52 AM;Pozo 7:    Fallo Comunicación;Pozo 7;"
"22/11/18;09:06:52 AM;Pozo 10:     Fallo Comunicación;Pozo 10;"
"22/11/18;09:06:52 AM;Tunel San Feliu:    Fallo Comunicación;San Feliu;"
"22/11/18;09:06:52 AM;Tunel Nus Trinitat:    Fallo Comunicación;Nus Trinit;"
"22/11/18;09:06:52 AM;Tunel Can Clota:    Fallo Comunicación;Can Clota;"
"22/11/18;09:06:17 AM;Tunel Collserola:    Fallo Comunicacion;Collserola;"
"22/11/18;09:02:21 AM;WCCRT:ESCADARONDAS:Runtime activado en ESCADARONDAS;;"
"22/11/18;09:02:14 AM;REDRT:ESCADARONDAS:RedundancyControl: cambio al estado Standalone;;"
"22/11/18;08:55:03 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;08:54:46 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;08:49:35 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:46:25 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;08:43:27 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:43:21 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:41:10 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;08:41:10 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;08:40:54 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;08:39:53 AM;WCCRT:ESCADARONDAS:Runtime desactivado en ESCADARONDAS;;"
"22/11/18;08:39:39 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;08:39:37 AM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"22/11/18;08:39:02 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;08:38:46 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;08:37:10 AM;AM:ESCADARONDAS:Backup de medios 'Backup successful: ESCADARONDAS_UTE#RONDAS#SCADA#WINCC74_ALG_201811220721 !' finalizado con óxito;;"
"22/11/18;08:36:53 AM;AM:ESCADARONDAS:Backup de medios 'Backup successful: ESCADARONDAS_UTE#RONDAS#SCADA#WINCC74_ALG_201811201159 !' finalizado con óxito;;"
"22/11/18;08:36:36 AM;AM:ESCADARONDAS:Backup de medios 'Backup successful: ESCADARONDAS_UTE#RONDAS#SCADA#WINCC74_ALG_201811211159 !' finalizado con óxito;;"
"22/11/18;08:36:18 AM;AM:ESCADARONDAS:Backup de medios 'Backup successful: ESCADARONDAS_UTE#RONDAS#SCADA#WINCC74_ALG_201811191730 !' finalizado con óxito;;"
"22/11/18;08:36:05 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:35:54 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:34:51 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;08:34:45 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:34:33 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:34:01 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;08:33:53 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;08:33:47 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;08:27:12 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:26:40 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:26:09 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;08:20:03 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;08:19:35 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:18:11 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:14:32 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL3 excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL2 excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL1 excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Tensión UL-L excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Tensión UL-N excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Frecuencia excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL3 excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL2 excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL1 excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Tensión UL-L excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Tensión UL-N excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Frecuencia excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Factor de potencia excesivo.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Activa excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Aparente bajo mónimos.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Aparente excesiva.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador1):    Factor de potencia excesivo.;VilaOlimp1;"
"22/11/18;08:12:30 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;08:11:43 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;08:10:03 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:09:51 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:07:23 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:07:18 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:03:59 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;08:02:41 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;08:02:37 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;08:02:23 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:58:33 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:58:03 AM;Pozo 8:    Fallo Comunicación;Pozo 8;"
"22/11/18;07:53:37 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:53:29 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;07:41:35 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:41:19 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:40:51 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;07:38:09 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;07:36:46 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;07:36:03 AM;Tunel Forum:    Fallo Comunicación;Forum;"
"22/11/18;07:35:51 AM;Tunel Forum:    Fallo Comunicación;Forum;"
"22/11/18;07:35:27 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:35:13 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:34:07 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:33:39 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:29:18 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;07:28:57 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:28:45 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:25:33 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:25:23 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:25:02 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;07:23:09 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:23:02 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva excesiva.;VilaOlimp1;"
"22/11/18;07:22:53 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:18:35 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:18:29 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:13:41 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:13:29 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:09:37 AM;Tunel Media Poble Nou:     Fallo Comunicación;MPoble Nou;"
"22/11/18;07:09:13 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:08:57 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:08:53 AM;WEBRT:RONDAS-PC:WebClient UTERONDESBCN05 - conexión desconectada (Usuario=operador);;"
"22/11/18;07:06:49 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;07:06:29 AM;Tunel Baró de Viver:    Fallo Comunicación;Baro Viver;"
"22/11/18;07:04:33 AM;Tunel Poble Nou:     Fallo Comunicación;Poble Nou;"
"22/11/18;07:01:39 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;07:01:33 AM;Tunel Pla de Palau:    Fallo Comunicación;Pla Palau;"
"22/11/18;06:56:49 AM;Tunel Vila Olimpica 1:   Fallo Comunicación;VilaOlimp1;"
"22/11/18;06:54:41 AM;Tunel Autogeneracion:    Fallo Comunicación;Autogenera;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL3 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL2 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL1 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador2):    Tensión UL-N bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador2):    Frecuencia bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador2):    Factor de potencia bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Activa bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL3 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL2 excesiva.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL1 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador1):    Tensión UL-L bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador1):    Factor de potencia bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:46 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Activa bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL3 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL2 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL1 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Tensión UL-N bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Frecuencia bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Factor de potencia bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Activa bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL3 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL2 excesiva.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL1 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador1):    Tensión UL-L bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador1):    Factor de potencia bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;06:50:30 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Activa bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL3 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL2 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL1 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador2):    Tensión UL-N bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador2):    Frecuencia bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador2):    Factor de potencia bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador2):    Potencia Activa bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL3 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL2 excesiva.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador1):    Corriente UL1 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador1):    Tensión UL-L bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador1):    Factor de potencia bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Reactiva bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:34 AM;Tunel Vila Olimpica 1 (Analizador1):    Potencia Activa bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL3 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL2 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador2):    Corriente UL1 bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador2):    Tensión UL-N bajo mónimos.;VilaOlimp1;"
"22/11/18;06:49:19 AM;Tunel Vila Olimpica 1 (Analizador2):    Frecuencia bajo mónimos.;VilaOlimp1;"
